date,close
260310,98.83
260311,99.23
260312,99.74
260313,100.36
260316,99.71
260317,99.58
260318,100.09
260319,99.23
260320,99.65
260323,98.95
260324,99.43
260325,99.60
260326,99.90
260327,100.15
260330,100.51
260331,99.96
260401,99.65
260402,100.03
260406,99.98
260407,99.64
260408,99.13
260409,98.82
260410,98.65
260413,98.37
260414,98.12
260415,98.06
260416,98.22
260417,98.10
260420,98.05
260421,98.41
260422,98.59
260423,98.80
260424,98.51
260427,98.48
260428,98.62
260429,98.92
260430,98.08
260501,98.21
260504,98.47
260505,98.48
260506,98.02
260507,98.25
260508,97.84
260511,97.94
260512,98.29
260513,98.48
260514,98.88
260515,99.27
260518,98.97
260519,99.30
260520,99.11
260521,99.19
260522,99.32
260526,99.17
260527,99.21
260528,99.02
260529,98.91
260601,99.20
260602,99.22
260603,99.53
260604,99.41
260605,100.07
260608,100.05
260609,99.91
260610,99.95
260611,99.86
260612,99.75
260615,99.63
260616,99.54
260617,100.09
260618,100.85
260622,101.02
260623,101.41
260624,101.61
260625,101.43
260626,101.36
260629,101.11
260630,101.19
260701,101.39
260702,101.02
260703,100.85
260706,100.985
260707,100.924
260708,101.179
260709,100.919
260710,100.79
260713,100.897
260714,101.168
260715,100.814
260716,100.482
260717,100.85
